@timestamp,event.category,event.action,source.ip,source.port,destination.ip,destination.port,user.name,container.image.name,message,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
"Mar 5, 2025 @ 20:20:25.056",process,file_write,10.10.20.126,13892,198.51.100.61,3306,kibana_system,docker.elastic.co/kibana/kibana:8.12.0,file write | source.ip=10.10.20.126 | destination.ip=198.51.100.61 | destination.port=3306 | event.outcome=unknown | user.name=kibana_system,,,,,,
"Mar 6, 2025 @ 06:26:28.926",web,directory_traversal_pattern,192.168.1.117,51011,192.168.1.232,80,guest,docker.elastic.co/kibana/kibana:8.12.0,directory traversal pattern | source.ip=192.168.1.117 | destination.ip=192.168.1.232 | destination.port=80 | event.outcome=failure | user.name=guest | url.path=/search?q=test,,,,,,
"Mar 5, 2025 @ 20:26:34.416",authentication,user_logout,10.10.20.80,5480,10.10.12.79,3389,root,local/logstash:latest,user logout | source.ip=10.10.20.80 | destination.ip=10.10.12.79 | destination.port=3389 | event.outcome=success | user.name=root,,,,,,
"Mar 6, 2025 @ 05:54:01.821",database,db_login,10.10.20.253,22652,10.10.20.176,80,root,docker.elastic.co/elasticsearch/elasticsearch:8.12.0,db login | source.ip=10.10.20.253 | destination.ip=10.10.20.176 | destination.port=80 | event.outcome=success | user.name=root,,,,,,
"Mar 5, 2025 @ 21:45:30.711",database,large_export,192.0.2.23,55398,10.10.20.192,5432,elastic,local/logstash:latest,large export | source.ip=192.0.2.23 | destination.ip=10.10.20.192 | destination.port=5432 | event.outcome=success | user.name=elastic,,,,,,
"Mar 6, 2025 @ 13:21:00.110",authentication,failed_login,172.16.5.135,59678,192.168.1.31,80,root,local/nginx:latest,failed login | source.ip=172.16.5.135 | destination.ip=192.168.1.31 | destination.port=80 | event.outcome=unknown | user.name=root,,,,,,
"Mar 6, 2025 @ 02:40:11.233",network,connection_accepted,172.16.5.71,31432,172.16.5.178,9300,j.smith,docker.elastic.co/kibana/kibana:8.12.0,connection accepted | source.ip=172.16.5.71 | destination.ip=172.16.5.178 | destination.port=9300 | event.outcome=success | user.name=j.smith,,,,,,
"Mar 6, 2025 @ 06:18:55.317",web,http_404,10.10.20.249,63166,198.51.100.11,9300,j.smith,local/nginx:latest,http 404 | source.ip=10.10.20.249 | destination.ip=198.51.100.11 | destination.port=9300 | event.outcome=success | user.name=j.smith | url.path=/,,,,,,
"Mar 5, 2025 @ 22:36:12.994",authentication,user_login,198.51.100.124,51885,192.168.1.3,9300,j.smith,docker.elastic.co/elasticsearch/elasticsearch:8.12.0,user login | source.ip=198.51.100.124 | destination.ip=192.168.1.3 | destination.port=9300 | event.outcome=unknown | user.name=j.smith,,,,,,
"Mar 6, 2025 @ 13:25:35.455",network,connection_attempt,10.10.20.57,56387,198.51.100.20,9300,root,local/auth-service:latest,connection attempt | source.ip=10.10.20.57 | destination.ip=198.51.100.20 | destination.port=9300 | event.outcome=success | user.name=root,,,,,,
"Mar 6, 2025 @ 06:17:23.499",authentication,user_logout,192.0.2.51,27839,192.168.1.210,9200,elastic,local/logstash:latest,user logout | source.ip=192.0.2.51 | destination.ip=192.168.1.210 | destination.port=9200 | event.outcome=unknown | user.name=elastic,,,,,,
"Mar 6, 2025 @ 02:57:58.721",authentication,user_login,192.168.1.102,61798,172.16.5.238,3306,,docker.elastic.co/kibana/kibana:8.12.0,user login | source.ip=192.168.1.102 | destination.ip=172.16.5.238 | destination.port=3306 | event.outcome=success,,,,,,
"Mar 5, 2025 @ 17:47:51.329",web,http_404,198.51.100.97,45735,10.10.12.243,80,,local/postgres:latest,http 404 | source.ip=198.51.100.97 | destination.ip=10.10.12.243 | destination.port=80 | event.outcome=failure | url.path=/wp-login.php,,,,,,
"Mar 5, 2025 @ 17:02:57.801",web,http_404,198.51.100.169,9262,198.51.100.242,80,,local/logstash:latest,http 404 | source.ip=198.51.100.169 | destination.ip=198.51.100.242 | destination.port=80 | event.outcome=failure | url.path=/admin,,,,,,
"Mar 6, 2025 @ 11:59:18.408",network,port_scan_detected,10.10.20.18,44206,10.10.20.46,5044,vpn-user01,docker.elastic.co/elasticsearch/elasticsearch:8.12.0,port scan detected | source.ip=10.10.20.18 | destination.ip=10.10.20.46 | destination.port=5044 | event.outcome=failure | user.name=vpn-user01,,,,,,
"Mar 6, 2025 @ 12:07:13.979",web,directory_traversal_pattern,203.0.113.172,11558,192.168.1.182,9300,j.smith,local/nginx:latest,directory traversal pattern | source.ip=203.0.113.172 | destination.ip=192.168.1.182 | destination.port=9300 | event.outcome=failure | user.name=j.smith | url.path=/admin,,,,,,
"Mar 6, 2025 @ 02:38:09.277",database,large_export,203.0.113.203,36106,10.10.12.96,5044,root,local/postgres:latest,large export | source.ip=203.0.113.203 | destination.ip=10.10.12.96 | destination.port=5044 | event.outcome=success | user.name=root,,,,,,
"Mar 5, 2025 @ 14:14:48.056",authentication,user_logout,172.16.5.57,60205,198.51.100.85,53,svc-vpn,local/logstash:latest,user logout | source.ip=172.16.5.57 | destination.ip=198.51.100.85 | destination.port=53 | event.outcome=unknown | user.name=svc-vpn,,,,,,
"Mar 6, 2025 @ 02:52:09.184",network,dns_query,192.0.2.64,50518,10.10.20.237,443,,docker.elastic.co/elasticsearch/elasticsearch:8.12.0,dns query | source.ip=192.0.2.64 | destination.ip=10.10.20.237 | destination.port=443 | event.outcome=unknown,,,,,,
"Mar 5, 2025 @ 17:58:59.204",database,large_export,192.0.2.161,41362,192.168.1.145,443,kibana_system,local/nginx:latest,large export | source.ip=192.0.2.161 | destination.ip=192.168.1.145 | destination.port=443 | event.outcome=unknown | user.name=kibana_system,,,,,,
"Mar 5, 2025 @ 20:43:00.693",web,http_404,192.168.1.100,57664,198.51.100.23,3306,admin,docker.elastic.co/kibana/kibana:8.12.0,http 404 | source.ip=192.168.1.100 | destination.ip=198.51.100.23 | destination.port=3306 | event.outcome=failure | user.name=admin | url.path=/app/discover,,,,,,
"Mar 5, 2025 @ 20:40:05.541",web,http_request,10.10.12.56,56476,192.168.1.138,80,vpn-user01,docker.elastic.co/elasticsearch/elasticsearch:8.12.0,http request | source.ip=10.10.12.56 | destination.ip=192.168.1.138 | destination.port=80 | event.outcome=success | user.name=vpn-user01 | url.path=/api/status,,,,,,
"Mar 5, 2025 @ 22:25:35.278",database,large_export,172.16.5.142,52158,10.10.12.189,3389,,local/nginx:latest,large export | source.ip=172.16.5.142 | destination.ip=10.10.12.189 | destination.port=3389 | event.outcome=failure,,,,,,
"Mar 6, 2025 @ 06:50:48.690",database,db_login,172.16.5.149,65011,10.10.20.157,53,guest,local/logstash:latest,db login | source.ip=172.16.5.149 | destination.ip=10.10.20.157 | destination.port=53 | event.outcome=unknown | user.name=guest,,,,,,
"Mar 6, 2025 @ 12:19:07.060",web,http_request,10.10.20.208,15268,192.0.2.221,3389,elastic,local/auth-service:latest,http request | source.ip=10.10.20.208 | destination.ip=192.0.2.221 | destination.port=3389 | event.outcome=failure | user.name=elastic | url.path=/login,,,,,,
"Mar 6, 2025 @ 09:47:24.196",network,port_scan_detected,172.16.5.237,18659,10.10.20.2,80,root,docker.elastic.co/elasticsearch/elasticsearch:8.12.0,port scan detected | source.ip=172.16.5.237 | destination.ip=10.10.20.2 | destination.port=80 | event.outcome=success | user.name=root,,,,,,
"Mar 5, 2025 @ 19:30:26.904",web,http_request,203.0.113.45,14973,198.51.100.150,9300,root,docker.elastic.co/kibana/kibana:8.12.0,http request | source.ip=203.0.113.45 | destination.ip=198.51.100.150 | destination.port=9300 | event.outcome=failure | user.name=root | url.path=/api/status,,,,,,
"Mar 6, 2025 @ 03:10:02.748",database,db_query,203.0.113.235,50755,192.0.2.189,9200,m.rahman,local/nginx:latest,db query | source.ip=203.0.113.235 | destination.ip=192.0.2.189 | destination.port=9200 | event.outcome=failure | user.name=m.rahman,,,,,,
"Mar 6, 2025 @ 01:16:15.127",web,http_500,10.10.12.25,7343,192.168.1.94,53,m.rahman,local/nginx:latest,http 500 | source.ip=10.10.12.25 | destination.ip=192.168.1.94 | destination.port=53 | event.outcome=failure | user.name=m.rahman | url.path=/admin,,,,,,
"Mar 5, 2025 @ 22:36:50.143",database,db_error,10.10.20.94,8663,172.16.5.232,5044,vpn-user01,local/nginx:latest,db error | source.ip=10.10.20.94 | destination.ip=172.16.5.232 | destination.port=5044 | event.outcome=unknown | user.name=vpn-user01,,,,,,
"Mar 5, 2025 @ 20:29:43.140",authentication,user_login,10.10.12.232,62138,172.16.5.125,9300,root,docker.elastic.co/kibana/kibana:8.12.0,user login | source.ip=10.10.12.232 | destination.ip=172.16.5.125 | destination.port=9300 | event.outcome=failure | user.name=root,,,,,,
"Mar 5, 2025 @ 16:22:39.484",database,db_error,203.0.113.148,37429,203.0.113.13,80,svc-vpn,local/logstash:latest,db error | source.ip=203.0.113.148 | destination.ip=203.0.113.13 | destination.port=80 | event.outcome=success | user.name=svc-vpn,,,,,,
"Mar 6, 2025 @ 04:35:37.160",database,db_error,10.10.12.144,16124,172.16.5.124,80,kibana_system,local/nginx:latest,db error | source.ip=10.10.12.144 | destination.ip=172.16.5.124 | destination.port=80 | event.outcome=success | user.name=kibana_system,,,,,,
"Mar 6, 2025 @ 08:35:58.433",process,shell_command,203.0.113.194,35782,198.51.100.182,5432,,local/postgres:latest,shell command | source.ip=203.0.113.194 | destination.ip=198.51.100.182 | destination.port=5432 | event.outcome=unknown,,,,,,
"Mar 6, 2025 @ 00:05:56.454",database,db_login,172.16.5.54,59792,10.10.20.138,53,svc-backup,docker.elastic.co/elasticsearch/elasticsearch:8.12.0,db login | source.ip=172.16.5.54 | destination.ip=10.10.20.138 | destination.port=53 | event.outcome=unknown | user.name=svc-backup,,,,,,
"Mar 6, 2025 @ 01:59:23.899",network,connection_attempt,10.10.12.115,12811,203.0.113.4,53,vpn-user01,local/logstash:latest,connection attempt | source.ip=10.10.12.115 | destination.ip=203.0.113.4 | destination.port=53 | event.outcome=success | user.name=vpn-user01,,,,,,
"Mar 6, 2025 @ 07:39:34.519",web,http_500,10.10.12.182,38910,203.0.113.97,3306,elastic,docker.elastic.co/elasticsearch/elasticsearch:8.12.0,http 500 | source.ip=10.10.12.182 | destination.ip=203.0.113.97 | destination.port=3306 | event.outcome=unknown | user.name=elastic | url.path=/app/discover,,,,,,
"Mar 6, 2025 @ 09:50:08.543",web,sql_injection_pattern,198.51.100.179,58679,172.16.5.176,5044,admin,local/auth-service:latest,sql injection pattern | source.ip=198.51.100.179 | destination.ip=172.16.5.176 | destination.port=5044 | event.outcome=success | user.name=admin | url.path=/search?q=test,,,,,,
"Mar 5, 2025 @ 20:28:44.975",process,process_started,192.0.2.30,25090,192.168.1.173,9300,m.rahman,local/postgres:latest,process started | source.ip=192.0.2.30 | destination.ip=192.168.1.173 | destination.port=9300 | event.outcome=failure | user.name=m.rahman,,,,,,
"Mar 5, 2025 @ 19:28:11.565",network,connection_denied,192.168.1.228,2767,10.10.12.155,3389,svc-vpn,local/nginx:latest,connection denied | source.ip=192.168.1.228 | destination.ip=10.10.12.155 | destination.port=3389 | event.outcome=failure | user.name=svc-vpn,,,,,,
"Mar 5, 2025 @ 15:22:15.434",network,connection_attempt,192.168.1.26,40461,192.0.2.102,5432,j.smith,local/nginx:latest,connection attempt | source.ip=192.168.1.26 | destination.ip=192.0.2.102 | destination.port=5432 | event.outcome=failure | user.name=j.smith,,,,,,
"Mar 6, 2025 @ 01:29:26.530",network,dns_query,10.10.20.75,59571,192.168.1.220,3306,vpn-user01,local/nginx:latest,dns query | source.ip=10.10.20.75 | destination.ip=192.168.1.220 | destination.port=3306 | event.outcome=success | user.name=vpn-user01,,,,,,
"Mar 5, 2025 @ 15:39:04.824",process,process_ended,192.0.2.198,35454,192.168.1.81,9200,svc-vpn,local/postgres:latest,process ended | source.ip=192.0.2.198 | destination.ip=192.168.1.81 | destination.port=9200 | event.outcome=success | user.name=svc-vpn,,,,,,
"Mar 6, 2025 @ 13:09:35.505",web,directory_traversal_pattern,172.16.5.178,4495,198.51.100.149,5044,,local/nginx:latest,directory traversal pattern | source.ip=172.16.5.178 | destination.ip=198.51.100.149 | destination.port=5044 | event.outcome=success | url.path=/login,,,,,,
"Mar 5, 2025 @ 22:47:27.639",authentication,user_logout,10.10.20.18,42707,203.0.113.111,53,admin,local/logstash:latest,user logout | source.ip=10.10.20.18 | destination.ip=203.0.113.111 | destination.port=53 | event.outcome=unknown | user.name=admin,,,,,,
"Mar 5, 2025 @ 14:42:29.520",authentication,user_logout,10.10.20.209,42006,172.16.5.59,9200,svc-backup,local/auth-service:latest,user logout | source.ip=10.10.20.209 | destination.ip=172.16.5.59 | destination.port=9200 | event.outcome=success | user.name=svc-backup,,,,,,
"Mar 5, 2025 @ 17:32:34.978",web,http_request,192.168.1.37,12338,10.10.12.5,5432,root,local/logstash:latest,http request | source.ip=192.168.1.37 | destination.ip=10.10.12.5 | destination.port=5432 | event.outcome=unknown | user.name=root | url.path=/search?q=test,,,,,,
"Mar 6, 2025 @ 00:58:16.015",authentication,user_logout,203.0.113.84,59230,203.0.113.17,5044,svc-vpn,local/nginx:latest,user logout | source.ip=203.0.113.84 | destination.ip=203.0.113.17 | destination.port=5044 | event.outcome=failure | user.name=svc-vpn,,,,,,
"Mar 6, 2025 @ 06:32:09.217",authentication,ssh_login,192.168.1.253,26028,192.168.1.20,5044,admin,local/postgres:latest,ssh login | source.ip=192.168.1.253 | destination.ip=192.168.1.20 | destination.port=5044 | event.outcome=failure | user.name=admin,,,,,,
"Mar 6, 2025 @ 03:40:29.480",database,large_export,192.0.2.74,11590,10.10.20.223,22,m.rahman,local/auth-service:latest,large export | source.ip=192.0.2.74 | destination.ip=10.10.20.223 | destination.port=22 | event.outcome=failure | user.name=m.rahman,,,,,,
"Mar 5, 2025 @ 22:10:14.420",authentication,sudo_attempt,198.51.100.106,54401,10.10.20.106,80,guest,local/logstash:latest,sudo attempt | source.ip=198.51.100.106 | destination.ip=10.10.20.106 | destination.port=80 | event.outcome=success | user.name=guest,,,,,,
"Mar 6, 2025 @ 01:48:21.608",network,dns_query,203.0.113.36,63081,198.51.100.80,3389,,local/nginx:latest,dns query | source.ip=203.0.113.36 | destination.ip=198.51.100.80 | destination.port=3389 | event.outcome=unknown,,,,,,
"Mar 6, 2025 @ 00:29:12.234",authentication,failed_login,10.10.20.57,35184,198.51.100.65,3389,guest,local/postgres:latest,failed login | source.ip=10.10.20.57 | destination.ip=198.51.100.65 | destination.port=3389 | event.outcome=unknown | user.name=guest,,,,,,
"Mar 6, 2025 @ 10:02:45.633",process,shell_command,10.10.20.241,44473,10.10.20.145,5044,kibana_system,local/postgres:latest,shell command | source.ip=10.10.20.241 | destination.ip=10.10.20.145 | destination.port=5044 | event.outcome=failure | user.name=kibana_system,,,,,,
"Mar 5, 2025 @ 22:29:17.806",web,http_request,198.51.100.96,47632,203.0.113.150,3306,svc-backup,local/logstash:latest,http request | source.ip=198.51.100.96 | destination.ip=203.0.113.150 | destination.port=3306 | event.outcome=unknown | user.name=svc-backup | url.path=/api/status,,,,,,
"Mar 5, 2025 @ 16:25:04.163",process,process_ended,10.10.20.254,37743,192.0.2.151,3389,admin,local/logstash:latest,process ended | source.ip=10.10.20.254 | destination.ip=192.0.2.151 | destination.port=3389 | event.outcome=success | user.name=admin,,,,,,
"Mar 5, 2025 @ 19:37:10.568",web,http_request,198.51.100.45,18727,198.51.100.205,443,kibana_system,local/logstash:latest,http request | source.ip=198.51.100.45 | destination.ip=198.51.100.205 | destination.port=443 | event.outcome=failure | user.name=kibana_system | url.path=/search?q=test,,,,,,
"Mar 6, 2025 @ 06:51:21.576",process,shell_command,10.10.20.45,29961,203.0.113.172,3306,,local/auth-service:latest,shell command | source.ip=10.10.20.45 | destination.ip=203.0.113.172 | destination.port=3306 | event.outcome=failure,,,,,,
"Mar 6, 2025 @ 08:30:39.757",authentication,user_login,192.0.2.211,6853,172.16.5.106,80,j.smith,local/auth-service:latest,user login | source.ip=192.0.2.211 | destination.ip=172.16.5.106 | destination.port=80 | event.outcome=success | user.name=j.smith,,,,,,
"Mar 6, 2025 @ 02:00:54.409",network,port_scan_detected,10.10.12.201,63789,198.51.100.203,53,guest,local/postgres:latest,port scan detected | source.ip=10.10.12.201 | destination.ip=198.51.100.203 | destination.port=53 | event.outcome=failure | user.name=guest,,,,,,
"Mar 5, 2025 @ 21:20:41.518",network,dns_query,192.0.2.86,57158,198.51.100.236,22,svc-backup,local/logstash:latest,dns query | source.ip=192.0.2.86 | destination.ip=198.51.100.236 | destination.port=22 | event.outcome=unknown | user.name=svc-backup,,,,,,
"Mar 6, 2025 @ 03:13:20.128",process,process_started,203.0.113.159,59777,198.51.100.224,3389,m.rahman,local/postgres:latest,process started | source.ip=203.0.113.159 | destination.ip=198.51.100.224 | destination.port=3389 | event.outcome=unknown | user.name=m.rahman,,,,,,
"Mar 5, 2025 @ 19:15:05.369",process,file_write,10.10.20.12,15805,203.0.113.12,3389,svc-vpn,local/logstash:latest,file write | source.ip=10.10.20.12 | destination.ip=203.0.113.12 | destination.port=3389 | event.outcome=success | user.name=svc-vpn,,,,,,
"Mar 5, 2025 @ 23:07:20.647",process,process_ended,172.16.5.89,58844,203.0.113.129,80,svc-backup,local/postgres:latest,process ended | source.ip=172.16.5.89 | destination.ip=203.0.113.129 | destination.port=80 | event.outcome=unknown | user.name=svc-backup,,,,,,
"Mar 5, 2025 @ 14:08:24.001",database,large_export,172.16.5.63,37851,10.10.12.62,443,admin,docker.elastic.co/elasticsearch/elasticsearch:8.12.0,large export | source.ip=172.16.5.63 | destination.ip=10.10.12.62 | destination.port=443 | event.outcome=unknown | user.name=admin,,,,,,
"Mar 6, 2025 @ 05:16:12.915",web,http_404,10.10.20.199,60638,203.0.113.60,3306,elastic,local/postgres:latest,http 404 | source.ip=10.10.20.199 | destination.ip=203.0.113.60 | destination.port=3306 | event.outcome=success | user.name=elastic | url.path=/login,,,,,,
"Mar 6, 2025 @ 02:47:18.105",database,db_login,192.0.2.162,38939,10.10.20.115,5432,elastic,docker.elastic.co/elasticsearch/elasticsearch:8.12.0,db login | source.ip=192.0.2.162 | destination.ip=10.10.20.115 | destination.port=5432 | event.outcome=failure | user.name=elastic,,,,,,
"Mar 5, 2025 @ 23:28:02.763",authentication,sudo_attempt,203.0.113.179,38746,10.10.12.34,5601,m.rahman,local/auth-service:latest,sudo attempt | source.ip=203.0.113.179 | destination.ip=10.10.12.34 | destination.port=5601 | event.outcome=failure | user.name=m.rahman,,,,,,
"Mar 5, 2025 @ 18:42:14.013",authentication,failed_login,192.0.2.53,31252,192.0.2.247,22,m.rahman,docker.elastic.co/elasticsearch/elasticsearch:8.12.0,failed login | source.ip=192.0.2.53 | destination.ip=192.0.2.247 | destination.port=22 | event.outcome=success | user.name=m.rahman,,,,,,
"Mar 6, 2025 @ 07:41:04.906",process,file_write,192.0.2.239,25582,172.16.5.162,3306,admin,docker.elastic.co/kibana/kibana:8.12.0,file write | source.ip=192.0.2.239 | destination.ip=172.16.5.162 | destination.port=3306 | event.outcome=failure | user.name=admin,,,,,,
"Mar 6, 2025 @ 02:13:31.545",database,db_login,192.0.2.130,30841,10.10.20.137,9300,kibana_system,local/postgres:latest,db login | source.ip=192.0.2.130 | destination.ip=10.10.20.137 | destination.port=9300 | event.outcome=success | user.name=kibana_system,,,,,,
"Mar 5, 2025 @ 23:31:18.657",network,dns_query,203.0.113.114,3633,172.16.5.184,5044,kibana_system,docker.elastic.co/kibana/kibana:8.12.0,dns query | source.ip=203.0.113.114 | destination.ip=172.16.5.184 | destination.port=5044 | event.outcome=unknown | user.name=kibana_system,,,,,,
"Mar 5, 2025 @ 21:00:58.546",database,db_error,198.51.100.239,61759,192.168.1.76,9200,svc-backup,local/nginx:latest,db error | source.ip=198.51.100.239 | destination.ip=192.168.1.76 | destination.port=9200 | event.outcome=success | user.name=svc-backup,,,,,,
"Mar 6, 2025 @ 01:44:30.416",network,connection_accepted,203.0.113.75,43805,10.10.20.43,53,admin,docker.elastic.co/kibana/kibana:8.12.0,connection accepted | source.ip=203.0.113.75 | destination.ip=10.10.20.43 | destination.port=53 | event.outcome=unknown | user.name=admin,,,,,,
"Mar 6, 2025 @ 08:21:33.807",network,connection_accepted,10.10.12.209,13254,10.10.12.70,443,,local/nginx:latest,connection accepted | source.ip=10.10.12.209 | destination.ip=10.10.12.70 | destination.port=443 | event.outcome=unknown,,,,,,
"Mar 5, 2025 @ 17:50:42.897",database,db_login,198.51.100.211,57533,192.168.1.83,3306,elastic,docker.elastic.co/elasticsearch/elasticsearch:8.12.0,db login | source.ip=198.51.100.211 | destination.ip=192.168.1.83 | destination.port=3306 | event.outcome=success | user.name=elastic,,,,,,
"Mar 6, 2025 @ 07:33:32.212",authentication,sudo_attempt,10.10.20.79,49012,192.0.2.26,53,svc-backup,local/nginx:latest,sudo attempt | source.ip=10.10.20.79 | destination.ip=192.0.2.26 | destination.port=53 | event.outcome=failure | user.name=svc-backup,,,,,,
"Mar 5, 2025 @ 20:52:38.374",process,shell_command,203.0.113.227,30665,203.0.113.117,9300,kibana_system,local/auth-service:latest,shell command | source.ip=203.0.113.227 | destination.ip=203.0.113.117 | destination.port=9300 | event.outcome=failure | user.name=kibana_system,,,,,,
"Mar 6, 2025 @ 05:39:50.620",process,process_ended,192.0.2.119,55762,10.10.20.187,9300,guest,docker.elastic.co/elasticsearch/elasticsearch:8.12.0,process ended | source.ip=192.0.2.119 | destination.ip=10.10.20.187 | destination.port=9300 | event.outcome=unknown | user.name=guest,,,,,,
"Mar 5, 2025 @ 23:56:57.024",network,dns_query,172.16.5.173,1548,192.168.1.169,53,kibana_system,local/nginx:latest,dns query | source.ip=172.16.5.173 | destination.ip=192.168.1.169 | destination.port=53 | event.outcome=unknown | user.name=kibana_system,,,,,,
"Mar 6, 2025 @ 12:27:26.252",network,connection_accepted,172.16.5.70,47718,198.51.100.198,9200,root,local/logstash:latest,connection accepted | source.ip=172.16.5.70 | destination.ip=198.51.100.198 | destination.port=9200 | event.outcome=success | user.name=root,,,,,,
"Mar 6, 2025 @ 06:58:40.522",process,process_started,203.0.113.192,50902,172.16.5.134,3306,root,docker.elastic.co/elasticsearch/elasticsearch:8.12.0,process started | source.ip=203.0.113.192 | destination.ip=172.16.5.134 | destination.port=3306 | event.outcome=failure | user.name=root,,,,,,
"Mar 6, 2025 @ 09:44:09.867",process,shell_command,203.0.113.95,4142,10.10.12.227,5432,kibana_system,docker.elastic.co/kibana/kibana:8.12.0,shell command | source.ip=203.0.113.95 | destination.ip=10.10.12.227 | destination.port=5432 | event.outcome=unknown | user.name=kibana_system,,,,,,
"Mar 6, 2025 @ 11:52:25.539",process,shell_command,10.10.20.26,7107,192.168.1.216,80,kibana_system,local/logstash:latest,shell command | source.ip=10.10.20.26 | destination.ip=192.168.1.216 | destination.port=80 | event.outcome=unknown | user.name=kibana_system,,,,,,
"Mar 5, 2025 @ 21:43:02.485",network,connection_denied,192.0.2.7,19376,10.10.20.49,5432,elastic,local/postgres:latest,connection denied | source.ip=192.0.2.7 | destination.ip=10.10.20.49 | destination.port=5432 | event.outcome=failure | user.name=elastic,,,,,,
"Mar 6, 2025 @ 09:14:13.696",database,db_error,192.168.1.191,33802,198.51.100.130,9300,elastic,local/postgres:latest,db error | source.ip=192.168.1.191 | destination.ip=198.51.100.130 | destination.port=9300 | event.outcome=success | user.name=elastic,,,,,,
"Mar 5, 2025 @ 21:09:56.352",database,db_error,10.10.12.101,25017,198.51.100.71,443,root,local/auth-service:latest,db error | source.ip=10.10.12.101 | destination.ip=198.51.100.71 | destination.port=443 | event.outcome=success | user.name=root,,,,,,
"Mar 6, 2025 @ 02:18:06.661",web,http_request,10.10.12.57,10915,192.0.2.212,3389,,docker.elastic.co/kibana/kibana:8.12.0,http request | source.ip=10.10.12.57 | destination.ip=192.0.2.212 | destination.port=3389 | event.outcome=success | url.path=/search?q=test,,,,,,
"Mar 5, 2025 @ 22:57:59.732",database,db_login,198.51.100.241,24211,192.168.1.196,80,m.rahman,local/postgres:latest,db login | source.ip=198.51.100.241 | destination.ip=192.168.1.196 | destination.port=80 | event.outcome=unknown | user.name=m.rahman,,,,,,
"Mar 5, 2025 @ 15:28:47.723",process,shell_command,203.0.113.26,59791,192.168.1.100,9200,root,local/auth-service:latest,shell command | source.ip=203.0.113.26 | destination.ip=192.168.1.100 | destination.port=9200 | event.outcome=success | user.name=root,,,,,,
"Mar 6, 2025 @ 01:28:28.016",network,dns_query,192.168.1.154,15150,198.51.100.1,3389,vpn-user01,local/auth-service:latest,dns query | source.ip=192.168.1.154 | destination.ip=198.51.100.1 | destination.port=3389 | event.outcome=unknown | user.name=vpn-user01,,,,,,
"Mar 6, 2025 @ 03:57:57.343",web,http_500,10.10.12.91,30415,192.168.1.189,3389,svc-vpn,local/nginx:latest,http 500 | source.ip=10.10.12.91 | destination.ip=192.168.1.189 | destination.port=3389 | event.outcome=success | user.name=svc-vpn | url.path=/../../etc/passwd,,,,,,
"Mar 6, 2025 @ 11:56:26.211",database,db_login,192.168.1.246,7290,172.16.5.167,9200,svc-backup,local/nginx:latest,db login | source.ip=192.168.1.246 | destination.ip=172.16.5.167 | destination.port=9200 | event.outcome=failure | user.name=svc-backup,,,,,,
"Mar 6, 2025 @ 08:01:57.953",network,dns_query,192.0.2.145,61623,192.168.1.76,5601,,local/auth-service:latest,dns query | source.ip=192.0.2.145 | destination.ip=192.168.1.76 | destination.port=5601 | event.outcome=success,,,,,,
"Mar 5, 2025 @ 23:59:11.918",database,db_error,198.51.100.179,64051,172.16.5.147,5432,vpn-user01,local/nginx:latest,db error | source.ip=198.51.100.179 | destination.ip=172.16.5.147 | destination.port=5432 | event.outcome=unknown | user.name=vpn-user01,,,,,,
